movie_name,release_year,director,age_difference,actor_1_name,actor_1_gender,actor_1_birthdate,actor_1_age,actor_2_name,actor_2_gender,actor_2_birthdate,actor_2_age
Captain Blood,1935,Michael Curtiz,7,Errol Flynn,man,1909-06-20,26,Olivia de Havilland,woman,1916-07-01,19
Stella Dallas,1937,King Vidor,1,Tim Holt,man,1919-02-05,18,Anne Shirley,woman,1918-04-17,19
Gone with the Wind,1939,Victor Fleming,12,Clark Gable,man,1901-02-01,38,Vivien Leigh,woman,1913-11-05,26
His Girl Friday,1940,Howard Hawks,3,Cary Grant,man,1904-01-18,36,Rosalind Russell,woman,1907-06-04,33
Rebecca,1940,Alfred Hitchcock,10,Laurence Olivier,man,1907-05-22,33,Jane Fontaine,woman,1917-10-22,23
State of the Union,1948,Frank Capra,25,Spencer Tracy,man,1900-04-05,48,Angela Lansbury,woman,1925-10-16,23
State of the Union,1948,Frank Capra,7,Spencer Tracy,man,1900-04-05,48,Katharine Hepburn,woman,1907-05-12,41
Luci del varietà,1951,Federico Fellini,22,Peppino De Filippo,man,1903-08-24,48,Carla Del Poggio,woman,1925-12-02,26
An American in Paris,1951,Vincente Minnelli,19,Gene Kelly,man,1912-08-23,39,Leslie Caron,woman,1931-07-01,20
Singin' in the Rain,1952,"Stanley Donen, Gene Kelly",20,Gene Kelly,man,1912-08-23,40,Debbie Reynolds,woman,1932-04-01,20
Singin' in the Rain,1952,"Stanley Donen, Gene Kelly",11,Gene Kelly,man,1912-08-23,40,Jean Hagen,woman,1923-08-03,29
Lo Sceicco Bianco,1952,Federico Fellini,12,Alberto Sordi,man,1920-06-15,32,Brunella Bovo,woman,1932-03-04,20
From Here to Eternity,1953,Fred Zinnemann,8,Burt Lancaster,man,1913-11-02,40,Deborah Kerr,woman,1921-09-30,32
Roman Holiday,1953,William Wyler,13,Gregory Peck,man,1916-04-05,37,Audrey Hepburn,woman,1929-05-04,24
Rear Window,1954,Alfred Hitchcock,21,James Stewart,man,1908-05-20,46,Grace Kelly,woman,1929-11-12,25
A Star Is Born,1954,George Cukor,13,James Mason,man,1909-05-15,45,Judy Garland,woman,1922-06-10,32
Il Bidone,1954,Federico Fellini,7,Richard Basehart,man,1914-08-31,40,Giulietta Masina,woman,1921-02-22,33
La Strada,1954,Federico Fellini,6,Anthony Quinn,man,1915-04-21,39,Giulietta Masina,woman,1921-02-22,33
Sabrina,1954,Billy Wilder,11,William Holden,man,1918-04-17,36,Audrey Hepburn,woman,1929-05-04,25
High Society,1956,Charles Walters,26,Bing Crosby,man,1903-05-03,53,Grace Kelly,woman,1929-11-12,27
High Society,1956,Charles Walters,14,Frank Sinatra,man,1915-12-12,41,Grace Kelly,woman,1929-11-12,27
Love in the Afternoon,1957,undefined,28,Gary Cooper,man,1901-05-07,56,Audrey Hepburn,woman,1929-05-04,28
An Affair to Remember,1957,Leo McCarey,17,Cary Grant,man,1904-01-18,53,Deborah Kerr,woman,1921-09-30,36
Le notti di Cabiria,1957,Federico Fellini,2,François Périer,man,1919-11-10,38,Giulietta Masina,woman,1921-02-22,36
Teacher's Pet,1958,George Seaton,21,Clark Gable,man,1901-02-01,57,Doris Day,woman,1922-04-03,36
The Quiet American,1958,Joseph L. Mankiewicz,30,Michael Redgrave,man,1908-03-20,50,Giorgia Moll,woman,1938-01-14,20
Vertigo,1958,Alfred Hitchcock,25,James Stewart,man,1908-05-20,50,Kim Novak,woman,1933-02-13,25
Cat on a Hot Tin Roof,1958,Richard Brooks,7,Paul Newman,man,1925-01-26,33,Elizabeth Taylor,woman,1932-02-27,26
La Dolce Vita,1960,Federico Fellini,4,Marcello Mastroianni,man,1924-09-28,36,Yvonne Furneaux,woman,1928-05-11,32
L'Avventura,1960,Michelangelo Antonioni,6,Gabriele Ferzetti,man,1925-03-17,35,Monica Vitti,woman,1931-11-03,29
The Misfits,1961,John Huston,25,Clark Gable,man,1901-02-01,60,Marilyn Monroe,woman,1926-06-01,35
The Hustler,1961,Robert Rossen,7,Paul Newman,man,1925-01-26,36,Piper Laurie,woman,1932-01-22,29
Breakfast at Tiffany's,1961,Blake Edwards,1,George Peppard,man,1928-10-01,33,Audrey Hepburn,woman,1929-05-04,32
La ragazza con la valigia,1961,Valerio Zurlini,3,Jacques Perrin,man,1941-07-13,20,Claudia Cardinale,woman,1938-04-15,23
Dr. No,1962,Terence Young,6,Sean Connery,man,1930-08-25,32,Ursula Andress,woman,1936-03-19,26
Dr. No,1962,Terence Young,4,Sean Connery,man,1930-08-25,32,Zena Marshall,woman,1926-01-01,36
Dr. No,1962,Terence Young,1,Sean Connery,man,1930-08-25,32,Eunice Gayson,woman,1931-03-17,31
Charade,1963,Stanley Donen,25,Cary Grant,man,1904-01-18,59,Audrey Hepburn,woman,1929-05-04,34
8 1/2,1963,Federico Fellini,14,Marcello Mastroianni,man,1924-09-28,39,Claudia Cardinale,woman,1938-04-15,25
From Russia with Love,1963,Terence Young,14,Sean Connery,man,1930-08-25,33,Aliza Gur,woman,1944-04-01,19
From Russia with Love,1963,Terence Young,12,Sean Connery,man,1930-08-25,33,Daniela Bianchi,woman,1942-01-31,21
From Russia with Love,1963,Terence Young,11,Sean Connery,man,1930-08-25,33,Martine Beswick,woman,1941-09-26,22
Goldfinger,1964,Guy Hamilton,7,Sean Connery,man,1930-08-25,34,Shirley Eaton,woman,1937-01-12,27
Goldfinger,1964,Guy Hamilton,5,Sean Connery,man,1930-08-25,34,Honor Blackman,woman,1925-08-22,39
Prima della rivoluzione,1964,Michelangelo Antonioni,10,Francesco Barilli,man,1943-02-04,21,Adriana Asti,woman,1933-04-30,31
Thunderball,1965,Terence Young,19,Adolfo Celi,man,1922-07-27,43,Claudine Auger,woman,1941-04-26,24
La decima vittima,1965,Elio Petri,12,Marcello Mastroianni,man,1924-09-28,41,Ursula Andress,woman,1936-03-19,29
Sound of Music,1965,Robert Wise,6,Christopher Plummer,man,1929-12-13,36,Julie Andrews,woman,1935-10-01,30
Thunderball,1965,Terence Young,11,Sean Connery,man,1930-08-25,35,Claudine Auger,woman,1941-04-26,24
Thunderball,1965,Terence Young,7,Sean Connery,man,1930-08-25,35,Luciana Paluzzi,woman,1937-06-10,28
The Sand Pebbles,1966,Robert Wise,16,Steve McQueen,man,1930-03-24,36,Candice Bergen,woman,1946-05-09,20
Guess Who's Coming to Dinner,1967,John Huston,7,Spencer Tracy,man,1900-04-05,67,Katharine Hepburn,woman,1907-05-12,60
Guess Who's Coming to Dinner,1967,John Huston,18,Sidney Poitier,man,1927-02-20,40,Katharine Houghton,woman,1945-03-10,22
You Only Live Twice,1967,Lewis Gilbert,13,Sean Connery,man,1930-08-25,37,Mie Hama,woman,1943-11-20,24
You Only Live Twice,1967,Lewis Gilbert,11,Sean Connery,man,1930-08-25,37,Akiko Wakabayashi,woman,1941-08-26,26
You Only Live Twice,1967,Lewis Gilbert,8,Sean Connery,man,1930-08-25,37,Karin Dor,woman,1938-02-22,29
The Graduate,1967,Mike Nichols,6,Dustin Hoffman,man,1937-08-08,30,Anne Bancroft,woman,1931-09-17,36
The Graduate,1967,Mike Nichols,3,Dustin Hoffman,man,1937-08-08,30,Katharine Ross,woman,1940-01-29,27
The Thomas Crown Affair,1968,Norman Jewison,11,Steve McQueen,man,1930-03-24,38,Faye Dunaway,woman,1941-01-14,27
On Her Majesty's Secret Service,1969,Peter R. Hunt,6,George Lazenby,man,1939-09-05,30,Angela Scoular,woman,1945-11-08,24
On Her Majesty's Secret Service,1969,Peter R. Hunt,5,George Lazenby,man,1939-09-05,30,Catherine Schell,woman,1944-07-17,25
On Her Majesty's Secret Service,1969,Peter R. Hunt,1,George Lazenby,man,1939-09-05,30,Diana Rigg,woman,1938-07-20,31
Husbands,1970,John Cassavetes,17,John Cassavetes,man,1929-12-09,41,Jenny Runacre,woman,1946-08-18,24
Love Story,1970,Arthur Hiller,2,Ryan O'Neal,man,1941-04-20,29,Ali MacGraw,woman,1939-04-01,31
Le Mans,1971,Lee H. Katzin,5,Steve McQueen,man,1930-03-24,41,Elga Andersen,woman,1935-02-02,36
Diamonds Are Forever,1971,Guy Hamilton,10,Sean Connery,man,1930-08-25,41,Jill St. John,woman,1940-08-19,31
Harold and Maude,1971,Hal Ashby,52,Bud Cort,man,1948-03-29,23,Ruth Gordon,woman,1896-10-30,75
Last Tango in Paris,1972,Bernardo Bertolucci,28,Marlon Brando,man,1924-04-03,48,Maria Schneider,woman,1952-03-27,20
The Godfather,1972,Francis Ford Coppola,6,Marlon Brando,man,1924-04-03,48,Morgana King,woman,1930-06-04,42
The Godfather,1972,Francis Ford Coppola,6,Al Pacino,man,1940-04-25,32,Diane Keaton,woman,1946-01-05,26
The Sting,1973,George Roy Hill,7,Paul Newman,man,1925-01-26,48,Eileen Brennan,woman,1932-09-03,41
Live and Let Die,1973,Guy Hamilton,24,Roger Moore,man,1927-10-14,46,Jane Seymour,woman,1951-02-15,22
Live and Let Die,1973,Guy Hamilton,22,Roger Moore,man,1927-10-14,46,Madeline Smith,woman,1949-08-02,24
Live and Let Die,1973,Guy Hamilton,22,Roger Moore,man,1927-10-14,46,Gloria Hendry,woman,1949-03-03,24
The Way We Were,1973,Sydney Pollack,6,Robert Redford,man,1936-08-18,37,Barbra Streisand,woman,1942-04-24,31
The Man with the Golden Gun,1974,Guy Hamilton,23,Christopher Lee,man,1922-06-27,52,Maud Adams,woman,1945-02-12,29
A Woman Under the Influence,1974,John Cassavetes,3,Peter Falk,man,1927-09-16,47,Gena Rowlands,woman,1930-06-19,44
The Man with the Golden Gun,1974,Guy Hamilton,18,Roger Moore,man,1927-10-14,47,Maud Adams,woman,1945-02-12,29
The Man with the Golden Gun,1974,Guy Hamilton,15,Roger Moore,man,1927-10-14,47,Britt Ekland,woman,1942-10-06,32
The Great Gatsby,1974,Jack Clayton,9,Robert Redford,man,1936-08-18,38,Mia Farrow,woman,1945-02-09,29
Chinatown,1974,Roman Polanski,4,Jack Nicholson,man,1937-04-22,37,Faye Dunaway,woman,1941-01-14,33
A Star Is Born,1975,Frank Pierson,6,Kris Kristofferson,man,1936-06-22,39,Barbra Streisand,woman,1942-04-24,33
The Killing of a Chinese Bookie,1976,John Cassavetes,18,Ben Gazzara,man,1930-08-28,46,Azizi Johari,woman,1948-08-24,28
The Spy Who Loved Me,1977,Lewis Gilbert,20,Roger Moore,man,1927-10-14,50,Barbara Bach,woman,1947-08-27,30
Annie Hall,1977,Woody Allen,11,Woody Allen,man,1935-12-01,42,Diane Keaton,woman,1946-01-05,31
Smokey and the Bandit,1977,Hal Needham,10,Burt Reynolds,man,1936-02-11,41,Sally Field,woman,1946-11-06,31
Star Wars,1977,George Lucas,14,Harrison Ford,man,1942-07-13,35,Carrie Fisher,woman,1956-10-21,21
Moonraker,1979,Lewis Gilbert,24,Roger Moore,man,1927-10-14,52,Emily Bolton,woman,1951-06-15,28
Moonraker,1979,Lewis Gilbert,23,Roger Moore,man,1927-10-14,52,Corinne Clery,woman,1950-03-23,29
Moonraker,1979,Lewis Gilbert,20,Roger Moore,man,1927-10-14,52,Lois Chiles,woman,1947-04-15,32
Manhattan,1979,Woody Allen,26,Woody Allen,man,1935-12-01,44,Mariel Hemingway,woman,1961-11-22,18
Manhattan,1979,Woody Allen,8,Michael Murphy,man,1938-05-05,41,Diane Keaton,woman,1946-01-05,33
Raging Bull,1980,Martin Scorsese,17,Robert De Niro,man,1943-08-18,37,Cathy Moriarty,woman,1960-11-29,20
"Fort Apache, The Bronx",1981,Daniel Petrie,33,Paul Newman,man,1925-01-26,56,Rachel Ticotin,woman,1958-11-01,23
For Your Eyes Only,1981,John Glen,30,Roger Moore,man,1927-10-14,54,Carole Bouquet,woman,1957-08-18,24
For Your Eyes Only,1981,John Glen,21,Roger Moore,man,1927-10-14,54,Cassandra Harris,woman,1948-12-15,33
For Your Eyes Only,1981,John Glen,13,Chaim Topol,man,1935-09-09,46,Cassandra Harris,woman,1948-12-15,33
Raiders of the Lost Ark,1981,Steven Spielberg,9,Harrison Ford,man,1942-07-13,39,Karen Allen,woman,1951-10-05,30
The Verdict,1982,Sidney Lumet,21,Paul Newman,man,1925-01-26,57,Charlotte Rampling,woman,1946-02-05,36
Halloween III: Season of the Witch,1982,Tommy Lee Wallace,24,Tom Atkins,man,1935-11-13,47,Stacey Nelkin,woman,1959-09-10,23
The Best Little Whorehouse in Texas,1982,Colin Higgins,10,Burt Reynolds,man,1936-02-11,46,Dolly Parton,woman,1946-01-19,36
Tootsie,1982,Sydney Pollack,12,Dustin Hoffman,man,1937-08-08,45,Jessica Lange,woman,1949-04-20,33
Blade Runner,1982,Ridley Scott,17,Harrison Ford,man,1942-07-13,40,Sean Young,woman,1959-11-20,23
An Officer and a Gentleman,1982,Taylor Hackford,6,Richard Gere,man,1949-08-31,33,Debra Winger,woman,1955-05-16,27
Octopussy,1983,John Glen,23,Roger Moore,man,1927-10-14,56,Kristina Wayborn,woman,1950-09-24,33
Octopussy,1983,John Glen,18,Roger Moore,man,1927-10-14,56,Maud Adams,woman,1945-02-12,38
Scarface,1983,Brian De Palma,18,Al Pacino,man,1940-04-25,43,Michelle Pfeiffer,woman,1958-04-29,25
National Lampoon's Vacation,1983,Harold Ramis,8,Chevy Chase,man,1943-10-08,40,Beverly D'Angelo,woman,1951-11-15,32
Risky Business,1983,Paul Brickman,3,Tom Cruise,man,1962-07-03,21,Rebecca De Mornay,woman,1959-08-29,24
Rumble Fish,1983,Francis Ford Coppola,1,Matt Dillon,man,1964-02-18,19,Diane Lane,woman,1965-01-21,18
Indiana Jones and the Temple of Doom,1984,Steven Spielberg,11,Harrison Ford,man,1942-07-13,42,Kate Capshaw,woman,1953-11-03,31
A View to a Kill,1985,John Glen,30,Roger Moore,man,1927-10-14,58,Mary Stavin,woman,1957-08-20,28
A View to a Kill,1985,John Glen,29,Roger Moore,man,1927-10-14,58,Fiona Fullerton,woman,1956-10-10,29
A View to a Kill,1985,John Glen,28,Roger Moore,man,1927-10-14,58,Tanya Roberts,woman,1955-10-15,30
A View to a Kill,1985,John Glen,21,Roger Moore,man,1927-10-14,58,Grace Jones,woman,1948-05-19,37
A View to a Kill,1985,John Glen,5,Christopher Walken,man,1943-03-31,42,Grace Jones,woman,1948-05-19,37
The Color of Money,1986,Martin Scorsese,26,Paul Newman,man,1925-01-26,61,Helen Shaver,woman,1951-02-24,35
Down and Out in Beverly Hills,1986,Paul Mazursky,12,Richard Dreyfuss,man,1947-10-29,39,Elizabeth Peña,woman,1959-09-23,27
Down and Out in Beverly Hills,1986,Paul Mazursky,2,Richard Dreyfuss,man,1947-10-29,39,Bette Midler,woman,1945-12-01,41
9 1/2 Weeks,1986,Adrian Lyne,1,Mickey Rourke,man,1952-09-16,34,Kim Basinger,woman,1953-12-08,33
Top Gun,1986,Tony Scott,5,Tom Cruise,man,1962-07-03,24,Kelly McGillis,woman,1957-07-09,29
The Living Daylights,1987,John Glen,16,Jeroen Krabbe,man,1944-12-05,43,Maryam d'Abo,woman,1960-12-27,27
The Living Daylights,1987,John Glen,14,Timothy Dalton,man,1946-03-21,41,Maryam d'Abo,woman,1960-12-27,27
Dirty Dancing,1987,Emile Ardolino,8,Patrick Swayze,man,1952-08-18,35,Jennifer Grey,woman,1960-03-26,27
Angel Heart,1987,Alan Parker,15,Mickey Rourke,man,1952-09-16,35,Lisa Bonet,woman,1967-11-16,20
Barfly,1987,Barbet Schroeder,11,Mickey Rourke,man,1952-09-16,35,Faye Dunaway,woman,1941-01-14,46
The Princess Bride,1987,Rob Reiner,4,Cary Elwes,man,1962-10-26,25,Robin Wright,woman,1966-04-08,21
Raising Arizona,1987,Joel Coen,6,Nicolas Cage,man,1964-01-07,23,Holly Hunter,woman,1958-03-20,29
The Naked Gun,1988,David Zucker,19,Leslie Nielsen,man,1926-02-11,62,Priscilla Presley,woman,1945-04-24,43
Working Girl,1988,Mike Nichols,15,Harrison Ford,man,1942-07-13,46,Melanie Griffith,woman,1957-08-09,31
Bull Durham,1988,Ron Shelton,9,Kevin Costner,man,1955-01-18,33,Susan Sarandon,woman,1946-10-04,42
Die Hard,1988,John McTiernan,7,Bruce Willis,man,1955-03-19,33,Bonnie Bedelia,woman,1948-03-25,40
Cocktail,1988,Homi Adajania,1,Tom Cruise,man,1962-07-03,26,Elisabeth Shue,woman,1963-10-06,25
Licence to Kill,1989,John Glen,21,Timothy Dalton,man,1946-03-21,43,Talisa Soto,woman,1967-03-27,22
Licence to Kill,1989,John Glen,15,Timothy Dalton,man,1946-03-21,43,Carey Lowell,woman,1961-02-11,28
When Harry Met Sally...,1989,Rob Reiner,13,Billy Crystal,man,1948-03-14,41,Meg Ryan,woman,1961-11-19,28
The Fabulous Baker Boys,1989,Steve Kloves,9,Jeff Bridges,man,1949-12-04,40,Michelle Pfeiffer,woman,1958-04-29,31
Road House,1989,Rowdy Herrington,7,Patrick Swayze,man,1952-08-18,37,Kelly Lynch,woman,1959-1-31,30
Licence to Kill,1989,John Glen,14,Robert Davi,man,1953-06-26,36,Talisa Soto,woman,1967-03-27,22
Look Who's Talking,1989,Amy Heckerling,3,John Travolta,man,1954-02-18,35,Kirstie Alley,woman,1951-01-12,38
Kindergarten Cop,1990,Ivan Reitman,17,Arnold Schwarzenegger,man,1947-07-30,43,Penelope Ann Miller,woman,1964-01-13,26
Pretty Woman,1990,Garry Marshall,18,Richard Gere,man,1949-08-31,41,Julia Roberts,woman,1967-10-28,23
Ghost,1990,Jerry Zucker,10,Patrick Swayze,man,1952-08-18,38,Demi Moore,woman,1962-11-11,28
Mo' Better Blues,1990,Spike Lee,8,Denzel Washington,man,1954-12-28,36,Joie Lee,woman,1962-06-22,28
Days of Thunder,1990,Tony Scott,5,Tom Cruise,man,1962-07-03,28,Nicole Kidman,woman,1967-06-20,23
Edward Scissorhands,1990,Tim Burton,8,Johnny Depp,man,1963-06-09,27,Winona Ryder,woman,1971-10-29,19
Bugsy,1991,Barry Levinson,21,Warren Beatty,man,1937-03-30,54,Annette Bening,woman,1958-05-29,33
Regarding Henry,1991,Mike Nichols,20,Harrison Ford,man,1942-07-13,49,Rebecca Miller,woman,1962-09-15,29
Regarding Henry,1991,Mike Nichols,16,Harrison Ford,man,1942-07-13,49,Annette Bening,woman,1958-05-29,33
L.A. Story,1991,Mick Jackson,20,Steve Martin,man,1945-08-14,46,Sarah Jessica Parker,woman,1965-03-25,26
L.A. Story,1991,Mick Jackson,5,Steve Martin,man,1945-08-14,46,Victoria Tennant,woman,1950-09-30,41
Robin Hood: Prince of Thieves,1991,Kevin Reynolds,3,Kevin Costner,man,1955-01-18,36,Mary Elizabeth Mastrantonio,woman,1958-11-17,33
Delicatessen,1991,Jean-Pierre Jeunet,7,Dominique Pinon,man,1955-03-04,36,Marie-Laure Dougnac,woman,1962-02-01,29
Poison Ivy,1992,Katt Shea,42,Tom Skerritt,man,1933-08-25,59,Drew Barrymore,woman,1975-02-22,17
Husbands and Wives,1992,Woody Allen,21,Sydney Pollack,man,1934-07-01,58,Judy Davis,woman,1955-04-23,37
Husbands and Wives,1992,Woody Allen,38,Woody Allen,man,1935-12-01,57,Juliette Lewis,woman,1973-06-21,19
Husbands and Wives,1992,Woody Allen,10,Woody Allen,man,1935-12-01,57,Mia Farrow,woman,1945-02-09,47
Sister Act,1992,Emile Ardolino,16,Harvey Keitel,man,1939-05-13,53,Whoopi Goldberg,woman,1955-11-13,37
My Cousin Vinny,1992,Jonathan Lynn,21,Joe Pesci,man,1943-02-09,49,Marisa Tomei,woman,1964-12-04,28
Basic Instinct,1992,Paul Verhoeven,14,Michael Douglas,man,1944-09-25,48,Sharon Stone,woman,1958-03-10,34
Damage,1992,Louis Malle,16,Jeremy Irons,man,1948-09-19,44,Juliette Binoche,woman,1964-03-09,28
Sister Act,1992,Emile Ardolino,2,Bill Nunn,man,1953-10-20,39,Whoopi Goldberg,woman,1955-11-13,37
The Bodyguard,1992,Mick Jackson,8,Kevin Costner,man,1955-01-18,37,Whitney Houston,woman,1963-08-09,29
The Last of the Mohicans,1992,Michael Mann,1,Daniel Day-Lewis,man,1957-04-29,35,Madeleine Stowe,woman,1958-08-18,34
The Lover,1992,Jean-Jacques Annaud,15,Tony Leung Ka-fai,man,1958-02-01,34,Jane March,woman,1973-03-20,19
White Men Can't Jump,1992,Ron Shelton,3,Woody Harrelson,man,1961-07-23,31,Rosie Perez,woman,1964-09-06,28
Indecent Proposal,1993,Adrian Lyne,26,Robert Redford,man,1936-08-18,57,Demi Moore,woman,1962-11-11,31
Dave,1993,Ivan Reitman,2,Kevin Kline,man,1947-10-24,46,Sigourney Weaver,woman,1949-10-08,44
Groundhog Day,1993,Harold Ramis,8,Bill Murray,man,1950-09-21,43,Andie MacDowell,woman,1958-04-21,35
Mrs. Doubtfire,1993,Chris Columbus,5,Robin Williams,man,1951-07-21,42,Sally Field,woman,1946-11-06,47
My Life,1993,Bruce Joel Rubin,16,Michael Keaton,man,1951-09-05,42,Nicole Kidman,woman,1967-06-20,26
Schindler's List,1993,Steven Spielberg,13,Liam Neeson,man,1952-06-07,41,Beatrice Macola,woman,1965-12-02,28
Mrs. Doubtfire,1993,Chris Columbus,7,Pierce Brosnan,man,1953-05-16,40,Sally Field,woman,1946-11-06,47
Sleepless in Seattle,1993,Nora Ephron,5,Tom Hanks,man,1956-07-09,37,Meg Ryan,woman,1961-11-19,32
